Make,Model,Year,Mileage,ImportHistory,FuelEconomy
mitsubishi,outlander,2022,20km,N/A,"2488cc, Petrol, Automatic"
mitsubishi,outlander,2022,20km,N/A,"2488cc, Petrol, Automatic"
mitsubishi,outlander,2022,20km,N/A,"2488cc, Petrol, Automatic"
mitsubishi,outlander,2022,21km,N/A,"2360cc, Petrol, Automatic"
mitsubishi,outlander,2022,N/A,New Zealand New,N/A
mitsubishi,outlander,2022,N/A,New Zealand New,N/A
mitsubishi,outlander,2022,50km,New Zealand New,"2360cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2022,N/A,New Zealand New,N/A
mitsubishi,outlander,2022,20km,New Zealand New,"2360cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2022,20km,New Zealand New,"2360cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2022,20km,New Zealand New,"2360cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2022,N/A,New Zealand New,N/A
mitsubishi,outlander,2022,"5,000km",New Zealand New,"2360cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2022,15km,New Zealand New,"2360cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2022,30km,New Zealand New,"2360cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2022,"1,200km",New Zealand New,"2360cc, Hybrid, Automatic"
mitsubishi,outlander,2022,"2,000km",N/A,"2360cc, Diesel, Automatic"
mitsubishi,outlander,2022,50km,New Zealand New,"2360cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2022,N/A,New Zealand New,N/A
mitsubishi,outlander,2022,15km,New Zealand New,"2360cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2022,20km,New Zealand New,"2360cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2022,"3,723km",New Zealand New,"2360cc, Hybrid, Automatic"
mitsubishi,outlander,2022,"4,000km",New Zealand New,"2360cc, Petrol, Automatic"
mitsubishi,outlander,2022,15km,N/A,"2488cc, Petrol, Automatic"
mitsubishi,outlander,2022,15km,N/A,"2488cc, Petrol, Automatic"
mitsubishi,outlander,2022,15km,N/A,"2360cc, Petrol, Automatic"
mitsubishi,outlander,2022,21km,N/A,"2488cc, Petrol, Automatic"
mitsubishi,outlander,2022,10km,N/A,"2360cc, Petrol, Automatic"
mitsubishi,outlander,2022,"5,500km",N/A,"2400cc, Petrol"
mitsubishi,outlander,2022,"2,500km",N/A,"2400cc, Petrol"
mitsubishi,outlander,2022,"2,500km",N/A,"2400cc, Petrol"
mitsubishi,outlander,2022,N/A,New Zealand New,N/A
mitsubishi,outlander,2022,50km,New Zealand New,"2360cc, Hybrid, Automatic"
mitsubishi,outlander,2022,20km,New Zealand New,"2360cc, Plug-In Hybrid, Automatic"
mitsubishi,outlander,2022,N/A,New Zealand New,N/A
mitsubishi,outlander,2022,N/A,New Zealand New,N/A
mitsubishi,outlander,2022,N/A,N/A,N/A
mitsubishi,outlander,2022,N/A,New Zealand New,N/A
mitsubishi,outlander,2022,N/A,New Zealand New,N/A
mitsubishi,outlander,2022,N/A,New Zealand New,N/A
mitsubishi,outlander,2022,10km,N/A,"2398cc, Automatic"
mitsubishi,outlander,2022,10km,N/A,"2398cc, Automatic"
mitsubishi,outlander,2022,10km,N/A,"2360cc, Automatic"
mitsubishi,outlander,2022,N/A,New Zealand New,N/A
mitsubishi,outlander,2022,N/A,New Zealand New,N/A
mitsubishi,outlander,2022,N/A,New Zealand New,N/A
mitsubishi,outlander,2022,N/A,New Zealand New,N/A
mitsubishi,outlander,2022,N/A,New Zealand New,N/A
mitsubishi,outlander,2022,N/A,New Zealand New,N/A
mitsubishi,outlander,2022,N/A,New Zealand New,N/A
mitsubishi,outlander,2022,N/A,New Zealand New,N/A
mitsubishi,outlander,2022,50km,New Zealand New,"2360cc, Hybrid, Automatic"
mitsubishi,outlander,2022,50km,New Zealand New,"2360cc, Hybrid, Automatic"
mitsubishi,outlander,2022,50km,New Zealand New,"2360cc, Petrol, Automatic"
mitsubishi,outlander,2022,50km,N/A,"2360cc, Petrol, Automatic"
mitsubishi,outlander,2022,50km,New Zealand New,"2360cc, Petrol, Automatic"
mitsubishi,outlander,2022,"4,333km",N/A,"2360cc, Petrol, Automatic"
mitsubishi,outlander,2022,"4,550km",New Zealand New,"2360cc, Petrol, Automatic"
mitsubishi,outlander,2022,50km,New Zealand New,"2360cc, Hybrid, Automatic"
mitsubishi,outlander,2022,50km,N/A,Automatic
mitsubishi,outlander,2022,10km,N/A,"2498cc, Automatic"
mitsubishi,outlander,2022,50km,New Zealand New,"2399cc, Hybrid, Automatic"
mitsubishi,outlander,2022,50km,New Zealand New,"Hybrid, Automatic"
mitsubishi,outlander,2022,10km,N/A,"2360cc, Plug-In Hybrid, Automatic"
mitsubishi,outlander,2022,200km,New Zealand New,"2360cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2022,100km,New Zealand New,"2360cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2022,"6,500km",New Zealand New,"2360cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2022,N/A,N/A,N/A
mitsubishi,outlander,2022,N/A,N/A,N/A
mitsubishi,outlander,2022,N/A,N/A,N/A
mitsubishi,outlander,2022,N/A,N/A,N/A
mitsubishi,outlander,2022,N/A,N/A,N/A
mitsubishi,outlander,2022,N/A,N/A,N/A
mitsubishi,outlander,2022,N/A,N/A,N/A
mitsubishi,outlander,2022,N/A,New Zealand New,N/A
mitsubishi,outlander,2022,N/A,N/A,N/A
mitsubishi,outlander,2022,"11,250km",N/A,"2360cc, Plug-in hybrid, Automatic"
mitsubishi,mirage,2022,10km,Imported,"1193cc, Petrol, Automatic"
mitsubishi,mirage,2022,10km,Imported,"1193cc, Petrol, Automatic"
mitsubishi,express,2022,20km,New Zealand New,"1997cc, Diesel, Automatic"
mitsubishi,express,2022,500km,New Zealand New,"1997cc, Diesel, Automatic"
mitsubishi,eclipse-cross,2022,10km,New Zealand New,"2360cc, Automatic"
mitsubishi,eclipse-cross,2022,200km,New Zealand New,"2360cc, Plug-in hybrid, Automatic"
mitsubishi,eclipse-cross,2022,"10,000km",New Zealand New,"2360cc, Plug-in hybrid, Automatic"
mitsubishi,eclipse-cross,2022,3km,New Zealand New,"2360cc, Plug-in hybrid, Automatic"
mitsubishi,eclipse-cross,2022,10km,New Zealand New,"2360cc, Plug-In Hybrid, Automatic"
mitsubishi,eclipse-cross,2022,10km,N/A,"2360cc, Plug-In Hybrid, Automatic"
mitsubishi,eclipse-cross,2022,10km,New Zealand New,"2360cc, Hybrid, Automatic"
mitsubishi,eclipse-cross,2022,25km,New Zealand New,"2360cc, Petrol, Automatic"
mitsubishi,eclipse-cross,2022,N/A,N/A,N/A
mitsubishi,eclipse-cross,2022,N/A,New Zealand New,N/A
mitsubishi,eclipse-cross,2022,N/A,N/A,N/A
mitsubishi,eclipse-cross,2022,N/A,N/A,N/A
mitsubishi,eclipse-cross,2022,N/A,N/A,N/A
mitsubishi,eclipse-cross,2022,N/A,New Zealand New,N/A
mitsubishi,eclipse-cross,2022,N/A,New Zealand New,N/A
mitsubishi,eclipse-cross,2022,N/A,New Zealand New,N/A
mitsubishi,eclipse-cross,2022,N/A,New Zealand New,N/A
mitsubishi,eclipse-cross,2022,"3,436km",New Zealand New,"2360cc, Plug-in hybrid"
mitsubishi,eclipse-cross,2022,N/A,New Zealand New,N/A
mitsubishi,eclipse-cross,2022,N/A,New Zealand New,N/A
mitsubishi,eclipse-cross,2022,20km,New Zealand New,"2360cc, Plug-in hybrid, Automatic"
mitsubishi,eclipse-cross,2022,30km,New Zealand New,"2360cc, Plug-in hybrid, Automatic"
mitsubishi,eclipse-cross,2022,20km,New Zealand New,"2360cc, Plug-in hybrid, Automatic"
mitsubishi,eclipse-cross,2022,"2,690km",New Zealand New,"2360cc, Plug-in hybrid, Automatic"
mitsubishi,eclipse-cross,2022,N/A,New Zealand New,N/A
mitsubishi,eclipse-cross,2022,15km,New Zealand New,"2360cc, Plug-in hybrid, Automatic"
mitsubishi,eclipse-cross,2022,20km,New Zealand New,"2360cc, Petrol, Automatic"
mitsubishi,eclipse-cross,2022,N/A,New Zealand New,N/A
mitsubishi,eclipse-cross,2022,20km,New Zealand New,"2360cc, Petrol, Automatic"
mitsubishi,eclipse-cross,2022,17km,New Zealand New,"2360cc, Hybrid, Automatic"
mitsubishi,eclipse-cross,2022,30km,New Zealand New,"2360cc, Plug-in hybrid, Automatic"
mitsubishi,eclipse-cross,2022,15km,New Zealand New,"2360cc, Plug-in hybrid, Automatic"
mitsubishi,eclipse-cross,2022,25km,N/A,"2360cc, Petrol"
mitsubishi,eclipse-cross,2022,"1,000km",N/A,"2360cc, Petrol, Automatic"
mitsubishi,eclipse-cross,2022,"51,874km",N/A,"1499cc, Petrol, Automatic"
mitsubishi,eclipse-cross,2022,"8,699km",N/A,"2360cc, Petrol, Automatic"
mitsubishi,eclipse-cross,2022,980km,N/A,"2400cc, Petrol, Automatic"
mitsubishi,eclipse-cross,2022,N/A,New Zealand New,N/A
mitsubishi,eclipse-cross,2022,N/A,New Zealand New,N/A
mitsubishi,eclipse-cross,2022,N/A,New Zealand New,N/A
mitsubishi,eclipse-cross,2022,N/A,New Zealand New,N/A
mitsubishi,eclipse-cross,2022,N/A,New Zealand New,N/A
mitsubishi,eclipse-cross,2022,N/A,New Zealand New,N/A
mitsubishi,eclipse-cross,2022,N/A,New Zealand New,N/A
mitsubishi,eclipse-cross,2022,N/A,New Zealand New,N/A
mitsubishi,eclipse-cross,2022,N/A,New Zealand New,N/A
mitsubishi,eclipse-cross,2022,N/A,New Zealand New,N/A
mitsubishi,eclipse-cross,2022,N/A,New Zealand New,N/A
mitsubishi,eclipse-cross,2022,N/A,New Zealand New,N/A
mitsubishi,eclipse-cross,2022,N/A,New Zealand New,N/A
mitsubishi,eclipse-cross,2022,N/A,New Zealand New,N/A
mitsubishi,eclipse-cross,2022,12km,New Zealand New,"2400cc, Petrol, Automatic"
mitsubishi,eclipse-cross,2022,10km,N/A,"2398cc, Automatic"
mitsubishi,eclipse-cross,2022,N/A,New Zealand New,N/A
mitsubishi,eclipse-cross,2022,12km,New Zealand New,"2400cc, Petrol, Automatic"
mitsubishi,eclipse-cross,2022,50km,New Zealand New,"2360cc, Petrol, Automatic"
mitsubishi,eclipse-cross,2022,N/A,New Zealand New,N/A
mitsubishi,eclipse-cross,2022,50km,New Zealand New,"2360cc, Plug-In Hybrid, Automatic"
mitsubishi,eclipse-cross,2022,50km,New Zealand New,"2400cc, Petrol, Automatic"
mitsubishi,eclipse-cross,2022,15km,New Zealand New,"2360cc, Plug-In Hybrid, Automatic"
mitsubishi,eclipse-cross,2022,50km,New Zealand New,"2360cc, Petrol, Automatic"
mitsubishi,eclipse-cross,2022,50km,New Zealand New,"2360cc, Petrol, Automatic"
mitsubishi,eclipse-cross,2022,"2,400km",N/A,"2400cc, Petrol, Automatic"
mitsubishi,eclipse-cross,2022,10km,New Zealand New,"2398cc, Automatic"
mitsubishi,eclipse-cross,2022,250km,New Zealand New,"2360cc, Hybrid, Automatic"
mitsubishi,eclipse-cross,2022,10km,New Zealand New,"2398cc, Automatic"
mitsubishi,eclipse-cross,2022,100km,New Zealand New,"2360cc, Plug-in hybrid, Automatic"
mitsubishi,eclipse-cross,2022,100km,New Zealand New,"2360cc, Plug-in hybrid, Automatic"
mitsubishi,eclipse-cross,2022,100km,New Zealand New,Automatic
mitsubishi,eclipse-cross,2022,N/A,New Zealand New,N/A
mitsubishi,eclipse-cross,2022,20km,New Zealand New,"Plug-In Hybrid, Automatic"
mitsubishi,eclipse-cross,2022,20km,New Zealand New,"2360cc, Plug-in hybrid, Automatic"
mitsubishi,eclipse-cross,2022,20km,New Zealand New,"2360cc, Plug-in hybrid, Automatic"
mitsubishi,eclipse-cross,2022,50km,New Zealand New,"2360cc, Petrol, Automatic"
mitsubishi,eclipse-cross,2022,N/A,New Zealand New,N/A
mitsubishi,eclipse-cross,2022,"5,000km",New Zealand New,"2360cc, Petrol, Automatic"
mitsubishi,eclipse-cross,2022,50km,New Zealand New,"Hybrid, Automatic"
mitsubishi,asx,2022,20km,New Zealand New,"1998cc, Petrol, Automatic"
mitsubishi,asx,2022,20km,New Zealand New,"1998cc, Petrol, Automatic"
mitsubishi,asx,2022,20km,New Zealand New,"1998cc, Petrol, Automatic"
mitsubishi,asx,2022,20km,New Zealand New,"1998cc, Petrol, Automatic"
mitsubishi,asx,2022,20km,New Zealand New,"1998cc, Petrol, Automatic"
mitsubishi,asx,2022,20km,New Zealand New,"1998cc, Petrol, Automatic"
mitsubishi,asx,2022,20km,New Zealand New,"1998cc, Petrol, Automatic"
mitsubishi,asx,2022,15km,N/A,"1998cc, Petrol, Automatic"
mg,hs,2022,50km,New Zealand New,"1490cc, Plug-in hybrid, Automatic"
mg,hs,2022,50km,New Zealand New,"1500cc, Petrol, Automatic"
mg,hs,2022,"1,200km",N/A,"1490cc, Petrol, Automatic"
mg,hs,2022,50km,New Zealand New,"1500cc, Petrol, Automatic"
mg,hs,2022,500km,New Zealand New,"1490cc, Hybrid"
mg,hs,2022,N/A,N/A,N/A
mg,hs,2022,50km,New Zealand New,"1490cc, Plug-in hybrid, Automatic"
mg,hs,2022,10km,New Zealand New,"1500cc, Hybrid, Automatic"
mg,hs,2022,50km,New Zealand New,"1490cc, Hybrid, Automatic"
mg,hs,2022,"1,000km",New Zealand New,1490cc
mg,hs,2022,N/A,New Zealand New,N/A
mg,hs,2022,"7,145km",N/A,"1490cc, Petrol, Automatic"
mg,hs,2022,50km,N/A,"1490cc, Plug-In Hybrid, Automatic"
mg,hs,2022,"6,000km",New Zealand New,"1490cc, Automatic"
mg,hs,2022,"23,000km",N/A,"1490cc, Petrol, Automatic"
mg,hs,2022,50km,New Zealand New,"1490cc, Hybrid, Automatic"
land-rover,range-rover-velar,2022,"2,000km",N/A,"1997cc, Automatic"
land-rover,range-rover-evoque,2022,"2,100km",N/A,"1498cc, Automatic"
land-rover,range-rover,2022,10km,N/A,"1500cc, Plug-in hybrid, Automatic"
kia,sorento,2022,100km,New Zealand New,"1598cc, Plug-in hybrid, Automatic"
kia,sorento,2022,10km,New Zealand New,"1598cc, Plug-in hybrid, Automatic"
kia,sorento,2022,N/A,New Zealand New,N/A
kia,sorento,2022,250km,New Zealand New,"1598cc, Hybrid, Automatic"
kia,sorento,2022,50km,New Zealand New,"1598cc, Hybrid, Automatic"
kia,sorento,2022,"1,110km",New Zealand New,"1600cc, Petrol, Automatic"
kia,niro,2022,200km,N/A,"Hybrid, Tiptronic"
kia,niro,2022,N/A,N/A,N/A
kia,niro,2022,"7,000km",New Zealand New,Automatic
kia,niro,2022,141km,New Zealand New,"Hybrid, Automatic"
kia,niro,2022,10km,N/A,"1580cc, Hybrid, Automatic"
kia,niro,2022,10km,N/A,"1600cc, Hybrid, Automatic"
kia,niro,2022,N/A,N/A,N/A
kia,niro,2022,500km,New Zealand New,"1580cc, Hybrid, Automatic"
kia,niro,2022,N/A,N/A,N/A
kia,niro,2022,N/A,N/A,N/A
kia,niro,2022,N/A,N/A,N/A
kia,niro,2022,N/A,N/A,N/A
isuzu,mu-x,2022,"5,000km",New Zealand New,"2999cc, Diesel, Automatic"
isuzu,mu-x,2022,"5,000km",New Zealand New,"2999cc, Diesel, Automatic"
isuzu,mu-x,2022,50km,New Zealand New,"2999cc, Diesel, Automatic"
isuzu,mu-x,2022,"6,000km",New Zealand New,"2999cc, Diesel"
isuzu,d-max,2022,"14,000km",New Zealand New,"2999cc, Diesel, Automatic"
hyundai,venue,2022,"6,500km",New Zealand New,"1591cc, Petrol, Automatic"
hyundai,santa-fe,2022,25km,N/A,"1580cc, Petrol, Automatic"
hyundai,santa-fe,2022,50km,New Zealand New,"2199cc, Diesel, Automatic"
hyundai,kona,2022,100km,N/A,"1580cc, Hybrid, Automatic"
hyundai,kona,2022,"12,800km",New Zealand New,"Electric, Automatic"
hyundai,kona,2022,50km,New Zealand New,"1999cc, Petrol, Automatic"
hyundai,kona,2022,50km,New Zealand New,"1999cc, Petrol, Automatic"
hyundai,ioniq-5,2022,"3,000km",New Zealand New,"Electric, Automatic"
hyundai,ioniq,2022,319km,New Zealand New,"1591cc, Automatic"
hyundai,ioniq,2022,"2,500km",New Zealand New,"Electric, Automatic"
hyundai,ioniq,2022,50km,N/A,"1591cc, Plug-In Hybrid, Automatic"
hyundai,ioniq,2022,50km,N/A,"1591cc, Plug-In Hybrid, Automatic"
hyundai,ioniq,2022,"3,000km",New Zealand New,"1591cc, Petrol, Automatic"
hyundai,i30-n,2022,50km,New Zealand New,"1998cc, Petrol, Manual"
hyundai,i30,2022,"2,000km",New Zealand New,"1998cc, Petrol, Automatic"
hyundai,i20,2022,"1,000km",New Zealand New,"1598cc, Petrol, Manual"
ford,transit,2022,"1,011km",N/A,"996cc, Diesel, Automatic"
ford,transit,2022,20km,N/A,"996cc, Hybrid, Automatic"
ford,puma,2022,55km,N/A,"999cc, Petrol, Automatic"
ford,puma,2022,40km,N/A,"999cc, Petrol, Automatic"
ford,puma,2022,55km,N/A,"999cc, Petrol, Automatic"
ford,puma,2022,55km,N/A,"999cc, Petrol, Automatic"
ford,puma,2022,55km,N/A,"999cc, Petrol, Automatic"
ford,puma,2022,55km,N/A,"999cc, Petrol, Automatic"
ford,puma,2022,55km,N/A,"999cc, Petrol, Automatic"
ford,escape,2022,35km,N/A,"2488cc, Plug-in hybrid, Automatic"
citroen,c5,2022,899km,N/A,"1598cc, Petrol, Automatic"
byd,other,2022,N/A,N/A,N/A
byd,other,2022,N/A,N/A,N/A
byd,other,2022,N/A,N/A,N/A
byd,other,2022,N/A,N/A,N/A
byd,other,2022,N/A,N/A,N/A
byd,other,2022,N/A,N/A,N/A
byd,other,2022,N/A,New Zealand New,N/A
byd,other,2022,N/A,N/A,N/A
bmw,x5,2022,100km,N/A,"2998cc, Plug-In Hybrid, Automatic"
bmw,x5,2022,"1,500km",N/A,"2998cc, Plug-In Hybrid, Automatic"
alfa-romeo,stelvio,2022,50km,N/A,"2000cc, Petrol, Automatic"
volkswagen,t-roc,2021,"4,500km",Imported,"2000cc, Diesel, Automatic"
toyota,yaris,2021,350km,New Zealand New,"1490cc, Petrol, Automatic"
toyota,rav4,2021,"17,450km",New Zealand New,"1986cc, Petrol, Automatic"
toyota,prius,2021,"17,550km",N/A,"1797cc, Hybrid, Automatic"
toyota,prius,2021,185km,N/A,"1798cc, Plug-In Hybrid, Automatic"
skoda,superb,2021,"6,000km",New Zealand New,"1395cc, Plug-In Hybrid, Automatic"
peugeot,508,2021,83km,N/A,"1600cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2021,"17,900km",New Zealand New,"2360cc, Plug-in hybrid, Automatic"
mitsubishi,eclipse-cross,2021,"22,000km",New Zealand New,"2360cc, Plug-in hybrid, Automatic"
mitsubishi,eclipse-cross,2021,"11,000km",N/A,"2400cc, Plug-in hybrid, Tiptronic"
mitsubishi,eclipse-cross,2021,"3,536km",New Zealand New,"2360cc, Plug-in hybrid, Automatic"
mitsubishi,eclipse-cross,2021,"5,000km",New Zealand New,"2360cc, Plug-in hybrid, Automatic"
mitsubishi,eclipse-cross,2021,"4,000km",N/A,"2400cc, Plug-in hybrid, Automatic"
mg,hs,2021,N/A,New Zealand New,N/A
mg,hs,2021,"9,000km",New Zealand New,"1490cc, Plug-in hybrid, Automatic"
mg,hs,2021,"3,500km",New Zealand New,"1490cc, Hybrid"
mercedes-benz,e-300,2021,"2,000km",New Zealand New,"1991cc, Petrol, Automatic"
kia,sorento,2021,"2,953km",New Zealand New,"1600cc, Petrol, Automatic"
kia,sorento,2021,"10,709km",New Zealand New,"1598cc, Hybrid, Automatic"
kia,sorento,2021,"10,120km",N/A,"1600cc, Petrol, Automatic"
kia,sorento,2021,"10,120km",N/A,"1600cc, Petrol, Automatic"
kia,sorento,2021,"10,120km",N/A,"1600cc, Petrol, Automatic"
hyundai,venue,2021,"5,800km",New Zealand New,"1591cc, Petrol, Automatic"
hyundai,venue,2021,"37,000km",New Zealand New,"1591cc, Petrol, Automatic"
hyundai,venue,2021,"5,000km",New Zealand New,"1591cc, Petrol, Automatic"
hyundai,staria,2021,"6,000km",New Zealand New,"2199cc, Diesel, Automatic"
ford,transit,2021,20km,New Zealand New,"996cc, Plug-in hybrid, Automatic"
ford,escape,2021,50km,N/A,"2488cc, Plug-In Hybrid, Automatic"
bmw,x5,2021,"15,500km",New Zealand New,"2998cc, Plug-in hybrid, Automatic"
toyota,supra,2020,"6,500km",N/A,"2998cc, Petrol, Tiptronic"
toyota,raize,2020,"10,583km",N/A,"996cc, Petrol, Automatic"
toyota,hilux,2020,"67,200km",New Zealand New,"2755cc, Diesel, Automatic"
toyota,hilux,2020,"60,100km",New Zealand New,"2755cc, Diesel, Automatic"
toyota,hilux,2020,"67,200km",New Zealand New,"2755cc, Diesel, Automatic"
suzuki,swift,2020,"22,800km",New Zealand New,"1242cc, Petrol, Automatic"
other,other,2020,N/A,New Zealand New,N/A
nissan,leaf,2020,"28,077km",N/A,"Electric, Automatic"
nissan,leaf,2020,"8,000km",N/A,"Electric, Automatic"
nissan,leaf,2020,"26,000km",N/A,"Electric, Automatic"
nissan,leaf,2020,"7,323km",N/A,"Electric, Automatic"
nissan,juke,2020,"14,000km",N/A,"1200cc, Hybrid, Automatic"
mitsubishi,outlander,2020,"23,687km",Imported,"2400cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2020,"19,378km",New Zealand New,"2360cc, Petrol, Automatic"
mitsubishi,outlander,2020,"30,500km",N/A,"2360cc, Petrol, Automatic"
mitsubishi,outlander,2020,"33,500km",New Zealand New,"2360cc, Plug-in hybrid, Automatic"
mitsubishi,other,2020,N/A,N/A,N/A
mitsubishi,other,2020,N/A,N/A,N/A
mitsubishi,eclipse-cross,2020,"11,169km",N/A,"2350cc, Plug-in hybrid, Automatic"
mg,3,2020,"24,500km",New Zealand New,"1498cc, Petrol, Automatic"
kia,niro,2020,"32,200km",New Zealand New,"1580cc, Petrol, Automatic"
hyundai,ioniq,2020,"9,148km",New Zealand New,"1591cc, Plug-in hybrid, Automatic"
bmw,530e,2020,N/A,Imported,N/A
volvo,v60,2019,"12,140km",N/A,"2000cc, Plug-in hybrid, Automatic"
volvo,v60,2019,"12,140km",N/A,"2000cc, Plug-in hybrid, Automatic"
toyota,rav4,2019,"58,300km",New Zealand New,"1986cc, Petrol, Automatic"
toyota,rav4,2019,"58,300km",New Zealand New,"1986cc, Petrol, Automatic"
toyota,rav4,2019,"41,680km",New Zealand New,"1986cc, Petrol, Automatic"
toyota,rav4,2019,"37,606km",N/A,"2487cc, Petrol, Automatic"
toyota,rav4,2019,"30,000km",New Zealand New,"1986cc, Petrol, Automatic"
toyota,rav4,2019,"31,950km",N/A,"1986cc, Petrol, Automatic"
toyota,prius,2019,"56,000km",New Zealand New,"1798cc, Automatic"
toyota,hilux,2019,"31,800km",New Zealand New,"2755cc, Diesel, Automatic"
toyota,hilux,2019,"78,750km",New Zealand New,"2755cc, Diesel, Automatic"
toyota,hilux,2019,"54,970km",New Zealand New,"2755cc, Diesel, Automatic"
toyota,hilux,2019,"54,970km",New Zealand New,"2755cc, Diesel, Automatic"
toyota,fortuner,2019,"31,448km",New Zealand New,"2755cc, Diesel, Automatic"
toyota,fortuner,2019,"31,448km",New Zealand New,"2755cc, Diesel, Automatic"
toyota,corolla,2019,"62,147km",Imported,"1800cc, Hybrid, Automatic"
toyota,corolla,2019,"49,500km",New Zealand New,"1987cc, Petrol, Automatic"
toyota,corolla,2019,"42,150km",New Zealand New,"1987cc, Petrol, Automatic"
toyota,corolla,2019,"42,150km",New Zealand New,"1987cc, Petrol, Automatic"
toyota,camry,2019,"41,235km",New Zealand New,"2487cc, Hybrid, Automatic"
porsche,panamera,2019,"45,000km",Imported,"2894cc, Plug-in hybrid, Tiptronic"
porsche,cayenne,2019,"67,000km",N/A,"2995cc, Plug-In Hybrid, Automatic"
porsche,cayenne,2019,"67,000km",N/A,"2995cc, Plug-In Hybrid, Automatic"
nissan,nv350,2019,"38,000km",Imported,"2488cc, Diesel, Automatic"
mitsubishi,outlander,2019,"80,000km",New Zealand New,"1998cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2019,"56,000km",N/A,"1998cc, Petrol, Automatic"
mitsubishi,outlander,2019,"56,000km",N/A,"1998cc, Petrol, Automatic"
mitsubishi,outlander,2019,"63,750km",New Zealand New,"2360cc, Petrol, Automatic"
mitsubishi,outlander,2019,"68,732km",N/A,"2350cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2019,"23,204km",New Zealand New,"1998cc, Automatic"
mitsubishi,outlander,2019,"46,850km",New Zealand New,"2400cc, Petrol, Automatic"
mitsubishi,outlander,2019,"7,870km",N/A,"2400cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2019,"32,989km",N/A,"1998cc, Hybrid, Automatic"
mitsubishi,outlander,2019,"69,563km",New Zealand New,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2019,"13,000km",N/A,"2400cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2019,"36,183km",New Zealand New,"1998cc, Plug-in hybrid, Automatic"
mitsubishi,eclipse-cross,2019,"60,000km",New Zealand New,"1499cc, Petrol, Automatic"
mitsubishi,asx,2019,"60,100km",N/A,"1998cc, Petrol, Automatic"
mazda,cx-30,2019,826km,N/A,"2000cc, Petrol, Automatic"
mazda,3,2019,"15,494km",N/A,"2000cc, Petrol, Automatic"
mazda,3,2019,"35,000km",N/A,"1500cc, Petrol, Automatic"
land-rover,range-rover-sport,2019,"23,900km",New Zealand New,"2000cc, Hybrid, Automatic"
kia,niro,2019,"73,620km",New Zealand New,"1580cc, Plug-in hybrid, Automatic"
hyundai,tucson,2019,"18,300km",New Zealand New,"1999cc, Petrol, Automatic"
hyundai,santa-fe,2019,"39,000km",New Zealand New,"2199cc, Diesel, Automatic"
hyundai,santa-fe,2019,"60,000km",New Zealand New,"2199cc, Diesel, Automatic"
hyundai,santa-fe,2019,"79,800km",New Zealand New,"2359cc, Petrol, Automatic"
hyundai,santa-fe,2019,"36,000km",New Zealand New,"2199cc, Diesel, Automatic"
hyundai,accent,2019,"31,300km",New Zealand New,"1591cc, Petrol, Automatic"
bmw,740e,2019,"17,000km",N/A,"1990cc, Plug-in hybrid, Automatic"
volkswagen,golf,2018,"30,800km",N/A,"1390cc, Plug-In Hybrid, Automatic"
toyota,yaris,2018,"75,100km",New Zealand New,"1299cc, Petrol, Automatic"
toyota,yaris,2018,"75,100km",New Zealand New,"1299cc, Petrol, Automatic"
toyota,prius,2018,"20,000km",Imported,"1790cc, Plug-in hybrid, Automatic"
toyota,prius,2018,"19,836km",N/A,"1798cc, Plug-In Hybrid, Automatic"
toyota,prius,2018,"134,106km",N/A,"1798cc, Plug-In Hybrid, Automatic"
toyota,highlander,2018,"47,500km",New Zealand New,"3456cc, Petrol, Automatic"
toyota,highlander,2018,"51,800km",New Zealand New,"3456cc, Petrol, Automatic"
toyota,hiace,2018,"122,000km",N/A,"2750cc, Diesel, Automatic"
toyota,hiace,2018,"78,000km",N/A,"2000cc, Petrol, Automatic"
toyota,corolla,2018,"42,933km",New Zealand New,"1987cc, Petrol, Automatic"
toyota,corolla,2018,"42,933km",New Zealand New,"1987cc, Petrol, Automatic"
toyota,corolla,2018,"25,000km",N/A,"1800cc, Hybrid, Automatic"
toyota,corolla,2018,"63,484km",N/A,"1800cc, Hybrid, Automatic"
toyota,c-hr,2018,"47,615km",N/A,"1797cc, Hybrid, Automatic"
toyota,aqua,2018,"77,000km",N/A,"1500cc, Hybrid, Automatic"
toyota,aqua,2018,"71,000km",N/A,"1500cc, Hybrid, Automatic"
